ID,ten,quoc_gia,kinh_do,vi_do,thoi_gian,nhiet_do,do_am,ap_suat,huong_gio,toc_do_gio
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:37:42 2022,14.67,49,1017,100,5.66
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:37:43 2022,30.0,47,1007,162,4.13
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:37:52 2022,32.17,66,1006,200,5.14
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:37:53 2022,30.0,47,1007,162,4.13
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:38:02 2022,32.17,66,1006,200,5.14
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:38:03 2022,30.0,47,1007,162,4.13
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:38:12 2022,32.17,66,1006,200,5.14
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:38:13 2022,31.99,62,1007,60,1.54
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:38:22 2022,32.17,66,1006,200,5.14
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:38:23 2022,30.06,66,1008,20,3.09
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:38:32 2022,12.13,89,1019,40,7.72
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:38:33 2022,30.06,66,1008,20,3.09
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:38:42 2022,7.64,94,1021,246,1.25
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:38:43 2022,28.95,65,1009,140,4.63
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:38:52 2022,7.64,94,1021,246,1.25
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:38:53 2022,30.0,47,1007,162,4.13
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:39:02 2022,12.13,89,1019,40,7.72
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:39:03 2022,31.99,62,1007,60,1.54
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:39:12 2022,7.64,94,1021,246,1.25
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:39:13 2022,30.0,47,1007,162,4.13
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:39:22 2022,32.17,66,1006,200,5.14
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:39:23 2022,30.0,47,1007,162,4.13
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:39:32 2022,7.64,94,1021,246,1.25
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:39:33 2022,31.99,62,1007,60,1.54
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:39:42 2022,14.67,49,1017,100,5.66
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:39:43 2022,28.95,65,1009,140,4.63
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:39:52 2022,7.64,94,1021,246,1.25
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:39:53 2022,30.0,47,1007,162,4.13
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:40:02 2022,12.13,89,1019,40,7.72
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:40:03 2022,30.0,47,1007,162,4.13
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:40:12 2022,7.64,94,1021,246,1.25
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:40:13 2022,31.99,62,1007,60,1.54
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:40:22 2022,32.17,66,1006,200,5.14
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:40:23 2022,30.06,66,1008,20,3.09
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:40:32 2022,12.13,89,1019,40,7.72
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:40:33 2022,30.0,47,1007,162,4.13
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:40:42 2022,32.17,66,1006,200,5.14
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:40:43 2022,28.95,65,1009,140,4.63
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:40:52 2022,32.17,66,1006,200,5.14
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:40:54 2022,30.06,66,1008,20,3.09
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:41:02 2022,7.64,94,1021,246,1.25
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:41:03 2022,31.99,62,1007,60,1.54
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:41:12 2022,32.17,66,1006,200,5.14
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:41:13 2022,28.95,65,1009,140,4.63
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:41:22 2022,7.64,94,1021,246,1.25
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:41:23 2022,31.99,62,1007,60,1.54
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:41:32 2022,32.17,66,1006,200,5.14
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:41:33 2022,31.99,62,1007,60,1.54
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:41:42 2022,32.17,66,1006,200,5.14
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:41:43 2022,30.0,47,1007,162,4.13
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:41:52 2022,14.67,49,1017,100,5.66
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:41:53 2022,30.0,47,1007,162,4.13
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:42:02 2022,32.17,66,1006,200,5.14
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:42:03 2022,28.95,65,1009,140,4.63
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:42:12 2022,14.67,49,1017,100,5.66
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:42:13 2022,28.95,65,1009,140,4.63
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:42:22 2022,14.67,49,1017,100,5.66
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:42:23 2022,31.99,62,1007,60,1.54
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:42:32 2022,14.67,49,1017,100,5.66
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:42:33 2022,31.99,62,1007,60,1.54
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:42:42 2022,14.67,49,1017,100,5.66
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:42:43 2022,30.0,47,1007,162,4.13
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:42:52 2022,7.64,94,1021,246,1.25
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:42:53 2022,30.0,47,1007,162,4.13
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:43:02 2022,14.67,49,1017,100,5.66
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:43:03 2022,30.0,46,1006,174,4.54
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:43:12 2022,32.17,66,1006,200,5.14
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:43:13 2022,31.99,62,1007,60,1.54
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:43:22 2022,32.17,66,1006,200,5.14
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:43:24 2022,30.06,70,1008,40,3.6
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:43:32 2022,7.64,94,1021,246,1.25
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:43:33 2022,30.06,70,1008,40,3.6
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:43:42 2022,7.64,94,1021,246,1.25
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:43:43 2022,31.99,62,1007,60,1.54
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:43:52 2022,12.13,89,1019,40,7.72
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:43:53 2022,31.99,62,1007,60,1.54
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:44:02 2022,14.67,49,1017,100,5.66
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:44:03 2022,28.95,65,1009,140,4.63
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:44:12 2022,32.17,66,1006,200,5.14
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:44:13 2022,30.06,70,1008,40,3.6
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:44:22 2022,7.64,94,1021,246,1.25
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:44:23 2022,30.0,46,1006,174,4.54
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:44:32 2022,12.13,89,1019,40,7.72
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:44:33 2022,28.95,65,1009,140,4.63
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:44:42 2022,12.13,89,1019,40,7.72
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:44:43 2022,31.99,62,1007,60,1.54
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:44:52 2022,12.13,89,1019,40,7.72
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:44:53 2022,28.95,65,1009,140,4.63
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:45:02 2022,7.64,94,1021,246,1.25
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:45:03 2022,31.99,62,1007,60,1.54
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:45:12 2022,12.13,89,1019,40,7.72
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:45:13 2022,31.99,62,1007,60,1.54
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:45:22 2022,7.64,94,1021,246,1.25
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:45:23 2022,31.99,62,1007,60,1.54
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:45:32 2022,12.13,89,1019,40,7.72
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:45:33 2022,30.06,70,1008,40,3.6
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:45:42 2022,14.67,49,1017,100,5.66
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:45:43 2022,30.06,70,1008,40,3.6
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:45:53 2022,32.17,66,1006,200,5.14
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:45:53 2022,28.95,65,1009,140,4.63
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:46:02 2022,14.67,49,1017,100,5.66
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:46:03 2022,31.99,62,1007,60,1.54
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:46:12 2022,14.67,49,1017,100,5.66
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:46:13 2022,30.0,46,1006,174,4.54
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:46:22 2022,12.13,89,1019,40,7.72
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:46:24 2022,28.95,65,1009,140,4.63
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:46:32 2022,7.64,94,1021,246,1.25
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:46:33 2022,28.95,65,1009,140,4.63
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:46:43 2022,14.67,49,1017,100,5.66
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:46:43 2022,30.0,46,1006,174,4.54
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:46:52 2022,32.17,66,1006,200,5.14
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:46:53 2022,30.0,46,1006,174,4.54
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:47:03 2022,12.13,89,1019,40,7.72
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:47:03 2022,28.95,65,1009,140,4.63
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:47:13 2022,7.64,94,1021,246,1.25
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:47:14 2022,31.99,62,1007,60,1.54
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:47:23 2022,7.64,94,1021,246,1.25
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:47:24 2022,30.06,70,1008,40,3.6
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:47:33 2022,12.13,89,1019,40,7.72
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:47:34 2022,30.0,46,1006,174,4.54
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:47:43 2022,32.17,66,1006,200,5.14
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:47:44 2022,30.0,46,1006,174,4.54
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:47:53 2022,32.17,66,1006,200,5.14
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:47:54 2022,28.95,65,1009,140,4.63
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:48:03 2022,32.17,66,1006,200,5.14
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:48:04 2022,30.0,46,1006,174,4.54
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:48:13 2022,12.13,89,1019,40,7.72
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:48:14 2022,30.0,46,1006,174,4.54
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:48:23 2022,14.67,49,1017,100,5.66
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:48:24 2022,31.99,62,1007,60,1.54
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:48:33 2022,12.1,89,1019,30,7.2
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:48:34 2022,30.0,46,1006,174,4.54
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:48:43 2022,14.67,49,1017,100,5.66
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:48:44 2022,30.06,70,1008,40,3.6
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:48:53 2022,14.67,49,1017,100,5.66
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:48:54 2022,31.99,62,1007,60,1.54
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:49:03 2022,7.85,94,1021,220,2.06
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:49:04 2022,30.06,70,1008,40,3.6
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:49:13 2022,12.1,89,1019,30,7.2
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:49:14 2022,31.99,62,1007,60,1.54
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:49:23 2022,7.85,94,1021,220,2.06
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:49:24 2022,30.06,70,1008,40,3.6
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:49:33 2022,32.17,66,1006,200,5.14
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:49:34 2022,31.99,62,1007,60,1.54
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:49:43 2022,7.85,94,1021,220,2.06
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:49:44 2022,31.99,62,1007,60,1.54
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:49:53 2022,14.67,49,1017,100,5.66
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:49:54 2022,30.0,46,1006,174,4.54
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:50:03 2022,32.17,66,1006,200,5.14
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:50:04 2022,31.99,62,1007,60,1.54
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:50:13 2022,12.1,89,1019,30,7.2
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:50:15 2022,30.0,46,1006,174,4.54
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:50:23 2022,7.85,94,1021,220,2.06
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:50:24 2022,30.0,46,1006,174,4.54
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:50:33 2022,14.67,49,1017,100,5.66
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:50:34 2022,28.95,65,1009,140,4.63
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:50:43 2022,32.17,66,1006,200,5.14
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:50:44 2022,28.95,65,1009,140,4.63
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:50:53 2022,32.17,66,1006,200,5.14
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:50:54 2022,28.95,65,1009,140,4.63
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:51:04 2022,28.95,65,1009,140,4.63
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:51:13 2022,12.1,89,1019,30,7.2
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:51:14 2022,31.99,62,1007,60,1.54
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:51:23 2022,14.67,49,1017,100,5.66
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:51:24 2022,30.06,70,1008,40,3.6
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:51:33 2022,14.67,49,1017,100,5.66
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:51:34 2022,30.06,70,1008,40,3.6
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:51:43 2022,14.67,49,1017,100,5.66
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:51:44 2022,28.95,65,1009,140,4.63
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:51:53 2022,7.85,94,1021,220,2.06
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:51:54 2022,28.95,65,1009,140,4.63
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:52:03 2022,7.85,94,1021,220,2.06
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:52:04 2022,30.0,46,1006,174,4.54
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:52:13 2022,7.85,94,1021,220,2.06
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:52:14 2022,30.06,70,1008,40,3.6
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:52:23 2022,12.1,89,1019,30,7.2
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:52:24 2022,30.0,46,1006,174,4.54
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:52:33 2022,32.17,66,1006,200,5.14
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:52:34 2022,28.95,65,1009,140,4.63
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:52:43 2022,32.17,66,1006,200,5.14
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:52:44 2022,30.0,46,1006,174,4.54
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:52:53 2022,32.17,66,1006,200,5.14
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:52:54 2022,30.0,46,1006,174,4.54
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:53:03 2022,12.1,89,1019,30,7.2
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:53:04 2022,31.0,47,1006,176,4.6
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:53:13 2022,32.17,66,1006,200,5.14
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:53:14 2022,30.06,70,1008,40,3.6
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:53:23 2022,32.17,66,1006,200,5.14
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:53:24 2022,28.95,65,1009,140,4.63
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:53:33 2022,14.67,49,1017,100,5.66
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:53:34 2022,28.95,65,1009,140,4.63
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:53:43 2022,32.17,66,1006,200,5.14
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:53:44 2022,28.95,65,1009,140,4.63
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:53:53 2022,12.1,89,1019,30,7.2
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:53:54 2022,30.06,70,1008,40,3.6
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:54:03 2022,12.1,89,1019,30,7.2
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:54:04 2022,31.0,47,1006,176,4.6
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:54:13 2022,12.1,89,1019,30,7.2
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:54:14 2022,31.99,62,1007,70,3.09
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:54:23 2022,14.67,49,1017,100,5.66
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:54:24 2022,31.0,47,1006,176,4.6
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:54:33 2022,14.67,49,1017,100,5.66
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:54:34 2022,28.95,61,1008,140,5.14
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:54:43 2022,7.85,94,1021,220,2.06
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:54:44 2022,30.06,70,1008,40,3.6
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:54:53 2022,7.85,94,1021,220,2.06
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:54:54 2022,28.95,61,1008,140,5.14
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:55:03 2022,12.1,89,1019,30,7.2
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:55:04 2022,30.06,70,1008,40,3.6
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:55:13 2022,14.67,49,1017,100,5.66
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:55:14 2022,31.99,62,1007,70,3.09
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:55:23 2022,12.1,89,1019,30,7.2
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:55:24 2022,28.95,61,1008,140,5.14
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:55:33 2022,14.67,49,1017,100,5.66
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:55:34 2022,31.99,62,1007,70,3.09
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:55:43 2022,7.85,94,1021,220,2.06
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:55:44 2022,28.95,61,1008,140,5.14
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:55:53 2022,14.67,49,1017,100,5.66
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:55:54 2022,31.99,62,1007,70,3.09
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:56:03 2022,32.17,66,1006,200,5.14
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:56:04 2022,31.0,47,1006,176,4.6
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:56:13 2022,12.1,89,1019,30,7.2
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:56:14 2022,31.0,47,1006,176,4.6
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:56:23 2022,32.17,66,1006,200,5.14
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:56:24 2022,31.0,47,1006,176,4.6
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:56:33 2022,32.17,66,1006,200,5.14
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:56:34 2022,28.95,61,1008,140,5.14
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:56:43 2022,32.17,66,1006,200,5.14
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:56:44 2022,31.99,62,1007,70,3.09
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:56:53 2022,7.85,94,1021,220,2.06
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:56:54 2022,31.0,47,1006,176,4.6
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:57:03 2022,14.67,49,1017,100,5.66
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:57:04 2022,31.0,47,1006,176,4.6
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:57:13 2022,32.17,66,1006,200,5.14
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:57:14 2022,30.06,70,1008,40,3.6
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:57:23 2022,32.17,66,1006,200,5.14
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:57:24 2022,28.95,61,1008,140,5.14
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:57:33 2022,32.17,66,1006,200,5.14
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:57:34 2022,30.06,70,1008,40,3.6
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:57:43 2022,14.67,49,1017,100,5.66
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:57:44 2022,30.06,70,1008,40,3.6
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:57:53 2022,12.1,89,1019,30,7.2
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 12:57:54 2022,28.95,61,1008,140,5.14
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:58:03 2022,32.17,66,1006,200,5.14
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:58:04 2022,31.99,62,1007,70,3.09
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:58:13 2022,14.67,49,1017,100,5.66
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:58:14 2022,31.0,47,1006,176,4.6
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:58:23 2022,7.85,94,1021,220,2.06
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:58:24 2022,30.06,70,1008,40,3.6
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:58:33 2022,14.67,49,1017,100,5.66
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:58:34 2022,31.99,62,1007,70,3.09
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:58:43 2022,14.67,49,1017,100,5.66
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:58:44 2022,31.99,62,1007,70,3.09
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:58:53 2022,12.06,89,1019,30,7.2
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:58:54 2022,31.99,62,1007,70,3.09
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:59:04 2022,31.0,47,1006,176,4.6
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:59:04 2022,7.94,94,1021,220,2.06
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:59:13 2022,7.94,94,1021,220,2.06
